created_at,id,id_str,text,full_text,truncated,entities,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,geo,coordinates,place,contributors,is_quote_status,retweet_count,favorite_count,favorited,favorited_by,retweeted,scopes,lang,possibly_sensitive,display_text_width,display_text_range,retweeted_status,quoted_status,quoted_status_id,quoted_status_id_str,quoted_status_permalink,quote_count,timestamp_ms,reply_count,filter_level,metadata,query,withheld_scope,withheld_copyright,withheld_in_countries,possibly_sensitive_appealable
2023-02-04T23:22:57Z,1622012864306286600,1622012864306286592,"Antes del partido el Club realizó un sentido homenaje para el Ab. Arnaldo Alaña ✝️, Gerente del Departamento Legal. 

¡Vuela alto, Arnaldo! 🙏 https://t.co/HkvHuLE9WR","Antes del partido el Club realizó un sentido homenaje para el Ab. Arnaldo Alaña ✝️, Gerente del Departamento Legal. 

¡Vuela alto, Arnaldo! 🙏 https://t.co/HkvHuLE9WR",FALSE,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,40,256,FALSE,NA,FALSE,NA,es,FALSE,NA,141,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-02-04T22:52:26Z,1622005186565652500,1622005186565652481,"Entrada en calor 🏃‍♂️🔥

#BSCvsDCuenca #VamosÍdolo 🟡⚫️ https://t.co/0IZtkgS82T","Entrada en calor 🏃‍♂️🔥

#BSCvsDCuenca #VamosÍdolo 🟡⚫️ https://t.co/0IZtkgS82T",FALSE,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,14,139,FALSE,NA,FALSE,NA,es,FALSE,NA,53,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-02-04T22:31:28Z,1621999908126425e3,1621999908126425088,"¡Este 2023 con poder! 💪

@havolinedeport #VamosÍdolo 🟡⚫️ https://t.co/XeufyPtwU1","¡Este 2023 con poder! 💪

@havolinedeport #VamosÍdolo 🟡⚫️ https://t.co/XeufyPtwU1",FALSE,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,9,91,FALSE,NA,FALSE,NA,es,FALSE,NA,56,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-02-04T22:16:09Z,1621996054840221700,1621996054840221697,"¡El XI de #BSCvsDCuenca! ✅

#CopaDeCampeones #VamosÍdolo 🟡⚫️ https://t.co/LEsM7ArSq3","¡El XI de #BSCvsDCuenca! ✅

#CopaDeCampeones #VamosÍdolo 🟡⚫️ https://t.co/LEsM7ArSq3",FALSE,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,55,343,FALSE,NA,FALSE,NA,ca,FALSE,NA,60,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-02-04T22:08:58Z,1621994246797410300,1621994246797410304,"El Ídolo está en casa para la #CopaDeCampeones 👊

Mira la @SeriePacifico por @StarPlusLA 📺⚽️

#BSCvsDCuenca #VamosÍdolo 🟡⚫️ https://t.co/mvwyi34yeY","El Ídolo está en casa para la #CopaDeCampeones 👊

Mira la @SeriePacifico por @StarPlusLA 📺⚽️

#BSCvsDCuenca #VamosÍdolo 🟡⚫️ https://t.co/mvwyi34yeY",FALSE,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,23,181,FALSE,NA,FALSE,NA,es,FALSE,NA,123,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-02-04T21:13:01Z,1621980165726261200,1621980165726261250,"Juntos en la #CopaDeCampeones 🏆

Venta únicamente en las boleterías del Estadio Banco Pichincha 🏟️🎫

Mira la @SeriePacifico por @StarPlusLA 📺⚽️

#BSCvsDCuenca #VamosÍdolo 🟡⚫️ https://t.co/Gpjnmby74T","Juntos en la #CopaDeCampeones 🏆

Venta únicamente en las boleterías del Estadio Banco Pichincha 🏟️🎫

Mira la @SeriePacifico por @StarPlusLA 📺⚽️

#BSCvsDCuenca #VamosÍdolo 🟡⚫️ https://t.co/Gpjnmby74T",FALSE,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,15,126,FALSE,NA,FALSE,NA,es,FALSE,NA,174,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-02-04T20:40:26Z,1621971965845053400,1621971965845053440,"Nuestra casa, el Estadio Banco Pichincha, listo para la #CopaDeCampeones 🏟️🏆

Mira la @SeriePacifico por @StarPlusLA 📺⚽️

#BSCvsDCuenca #VamosÍdolo 🟡⚫️ https://t.co/UxEeijvHio","Nuestra casa, el Estadio Banco Pichincha, listo para la #CopaDeCampeones 🏟️🏆

Mira la @SeriePacifico por @StarPlusLA 📺⚽️

#BSCvsDCuenca #VamosÍdolo 🟡⚫️ https://t.co/UxEeijvHio",FALSE,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,36,288,FALSE,NA,FALSE,NA,es,FALSE,NA,151,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-02-04T18:01:32Z,1621931978336387e3,1621931978336387078,"Nuestra armadura para la #CopaDeCampeones 🏆💪

Adquiere el uniforme oficial #BSC en @marathonsports_ y la @BSCSTOREoficial 🛒👕

#BSCvsDCuenca #VamosÍdolo 🟡⚫ https://t.co/qv1gKhqaCJ","Nuestra armadura para la #CopaDeCampeones 🏆💪

Adquiere el uniforme oficial #BSC en @marathonsports_ y la @BSCSTOREoficial 🛒👕

#BSCvsDCuenca #VamosÍdolo 🟡⚫ https://t.co/qv1gKhqaCJ",FALSE,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,33,187,FALSE,NA,FALSE,NA,es,FALSE,NA,154,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-02-04T16:08:34Z,1621903551374016500,1621903551374016513,"Los convocados de #BSCvsDCuenca 📋✔️

Mira la @SeriePacifico por @StarPlusLA 📺⚽

#CopaDeCampeones #VamosÍdolo 🟡⚫ https://t.co/tNSJjtzmIR","Los convocados de #BSCvsDCuenca 📋✔️

Mira la @SeriePacifico por @StarPlusLA 📺⚽

#CopaDeCampeones #VamosÍdolo 🟡⚫ https://t.co/tNSJjtzmIR",FALSE,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,39,351,FALSE,NA,FALSE,NA,es,FALSE,NA,111,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-02-04T13:54:52Z,1621869901651525600,1621869901651525632,"Acompáñanos en la #CopaDeCampeones 🏆

Boletos a la venta en:
🏟️ Estadio Banco Pichincha
🐔 Pollos a la Brasa Barcelona

@sociosbsc al día ingresan con su credencial 💳

Mira la @SeriePacifico por @StarPlusLA 📺⚽️

#BSCvsDCuenca #VamosÍdolo 🟡⚫️ https://t.co/u1IV8oKV6r","Acompáñanos en la #CopaDeCampeones 🏆

Boletos a la venta en:
🏟️ Estadio Banco Pichincha
🐔 Pollos a la Brasa Barcelona

@sociosbsc al día ingresan con su credencial 💳

Mira la @SeriePacifico por @StarPlusLA 📺⚽️

#BSCvsDCuenca #VamosÍdolo 🟡⚫️ https://t.co/u1IV8oKV6r",FALSE,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,26,190,FALSE,NA,FALSE,NA,es,FALSE,NA,240,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-02-04T13:29:29Z,1621863514020126700,1621863514020126723,"¡Hoy jugamos la #CopaDeCampeones! 🏆

Precios y puntos de venta en https://t.co/R38UvU54aM 🎟️

Mira la @SeriePacifico por @StarPlusLA 📺⚽️

#BSCvsDCuenca #VamosÍdolo 🟡⚫️ https://t.co/a9257T4ZfV","¡Hoy jugamos la #CopaDeCampeones! 🏆

Precios y puntos de venta en https://t.co/R38UvU54aM 🎟️

Mira la @SeriePacifico por @StarPlusLA 📺⚽️

#BSCvsDCuenca #VamosÍdolo 🟡⚫️ https://t.co/a9257T4ZfV",FALSE,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,50,321,FALSE,NA,FALSE,NA,es,FALSE,NA,167,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-02-04T13:01:29Z,1621856467040059400,1621856467040059392,"¡Inició #BSCRadio! Con la previa de #BSCvsDCuenca y novedades oficiales de la #PretemporadaBSC ⚽️🎙️

Míranos por @RadioDibluFM y https://t.co/Pl4FzHC7Mc 📻📺 https://t.co/nBBpfZhXom","¡Inició #BSCRadio! Con la previa de #BSCvsDCuenca y novedades oficiales de la #PretemporadaBSC ⚽️🎙️

Míranos por @RadioDibluFM y https://t.co/Pl4FzHC7Mc 📻📺 https://t.co/nBBpfZhXom",FALSE,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,8,84,FALSE,NA,FALSE,NA,es,FALSE,NA,155,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-02-04T00:25:55Z,1621666324609998800,1621666324609998848,"El primer plantel quedó listo para jugar mañana la #CopaDeCampeones 🏆

Precios y puntos de venta en https://t.co/R38UvU54aM 🎟️

Mira la @SeriePacifico por @StarPlusLA 📺⚽️

#BSCvsDCuenca #VamosÍdolo 🟡⚫️ https://t.co/2hjXlbEEKG","El primer plantel quedó listo para jugar mañana la #CopaDeCampeones 🏆

Precios y puntos de venta en https://t.co/R38UvU54aM 🎟️

Mira la @SeriePacifico por @StarPlusLA 📺⚽️

#BSCvsDCuenca #VamosÍdolo 🟡⚫️ https://t.co/2hjXlbEEKG",FALSE,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,16,207,FALSE,NA,FALSE,NA,es,FALSE,NA,201,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-02-03T15:40:52Z,16215341900375e5,1621534190037499905,🙏🏼 https://t.co/w4raYDl9hF,🙏🏼 https://t.co/w4raYDl9hF,FALSE,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,120,616,FALSE,NA,FALSE,NA,und,FALSE,NA,2,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-02-03T14:38:00Z,1621518369076965400,1621518369076965379,"Javier Burrai: Puliendo el juego de pies 👟

Mañana 🔜 #BSCvsDCuenca @SeriePacifico https://t.co/dPQDFGAily","Javier Burrai: Puliendo el juego de pies 👟

Mañana 🔜 #BSCvsDCuenca @SeriePacifico https://t.co/dPQDFGAily",FALSE,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,30,235,FALSE,NA,FALSE,NA,es,FALSE,NA,81,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-02-03T14:15:10Z,1621512625510301700,1621512625510301697,"¡Acompáñanos mañana en la #CopaDeCampeones! 🏆

Venta online para @sociosbsc en https://t.co/DCPKvjlZcJ 👨‍💻

Puntos de venta en https://t.co/R38UvU5C0k 🎟️

Mira la @SeriePacifico por @StarPlusLA 📺⚽️

#BSCvsDCuenca #VamosÍdolo 🟡⚫️ https://t.co/5HrVvK0fli","¡Acompáñanos mañana en la #CopaDeCampeones! 🏆

Venta online para @sociosbsc en https://t.co/DCPKvjlZcJ 👨‍💻

Puntos de venta en https://t.co/R38UvU5C0k 🎟️

Mira la @SeriePacifico por @StarPlusLA 📺⚽️

#BSCvsDCuenca #VamosÍdolo 🟡⚫️ https://t.co/5HrVvK0fli",FALSE,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,35,172,FALSE,NA,FALSE,NA,es,FALSE,NA,228,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-02-03T13:44:05Z,162150480151407e4,1621504801514070017,"Iniciamos la práctica en las canchas alternas, ultimando detalles para recibir mañana al @DCuencaOficial ⚽️

@SeriePacifico #VamosÍdolo 🟡⚫️ https://t.co/NcwKmhZhjg","Iniciamos la práctica en las canchas alternas, ultimando detalles para recibir mañana al @DCuencaOficial ⚽️

@SeriePacifico #VamosÍdolo 🟡⚫️ https://t.co/NcwKmhZhjg",FALSE,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,20,154,FALSE,NA,FALSE,NA,es,FALSE,NA,139,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-02-03T02:36:13Z,1621336726160416800,1621336726160416769,"Carlos Rodríguez, Luca Sosa y Damián Díaz integran el XI Ideal Pro Silver de la #LigaProBet593 2022 👏👏👏

#ElPRO #LaNocheDeLosMejores https://t.co/e2XHXS8cW9","Carlos Rodríguez, Luca Sosa y Damián Díaz integran el XI Ideal Pro Silver de la #LigaProBet593 2022 👏👏👏

#ElPRO #LaNocheDeLosMejores https://t.co/e2XHXS8cW9",FALSE,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,63,469,FALSE,NA,FALSE,NA,es,FALSE,NA,132,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-02-03T02:28:51Z,1621334873095929900,1621334873095929856,"¡El cañonero! Fernando Gaibor recibió el premio al Gol con Mayor Distancia de la #LigaProBet593 2022, con un disparo de 70.9 metros 💥

#ElPRO #LaNocheDeLosMejores https://t.co/Yef233SYXW","¡El cañonero! Fernando Gaibor recibió el premio al Gol con Mayor Distancia de la #LigaProBet593 2022, con un disparo de 70.9 metros 💥

#ElPRO #LaNocheDeLosMejores https://t.co/Yef233SYXW",FALSE,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,39,364,FALSE,NA,FALSE,NA,es,FALSE,NA,162,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-02-03T02:11:56Z,1621330617458692e3,1621330617458692100,"¡Felicitaciones! Francisco Fydriszewski fue elegido el Mejor Delantero de la #LigaProBet593 temporada 2022 ⚽🔥

#ElPRO #LaNocheDeLosMejores https://t.co/Qn7hT51l9U","¡Felicitaciones! Francisco Fydriszewski fue elegido el Mejor Delantero de la #LigaProBet593 temporada 2022 ⚽🔥

#ElPRO #LaNocheDeLosMejores https://t.co/Qn7hT51l9U",FALSE,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,78,739,FALSE,NA,FALSE,NA,es,FALSE,NA,138,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-02-03T02:04:02Z,1621328629060849700,1621328629060849668,"¡Felicitaciones a nuestro #1! Javier Burrai fue elegido el Mejor Arquero de la #LigaProBet593 temporada 2022 🥇🧤

#ElPRO #LaNocheDeLosMejores https://t.co/dQM1fYNNLP","¡Felicitaciones a nuestro #1! Javier Burrai fue elegido el Mejor Arquero de la #LigaProBet593 temporada 2022 🥇🧤

#ElPRO #LaNocheDeLosMejores https://t.co/dQM1fYNNLP",FALSE,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,212,1540,FALSE,NA,FALSE,NA,es,FALSE,NA,140,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-02-02T19:46:36Z,1621233645112508400,1621233645112508416,"""Me sentí orgulloso y feliz"", Jhon Acurio, de nuestras @FormativasBSC, sobre su debut con el primer equipo en la #NocheAmarilla2023 ⚽️👦 https://t.co/gA6IbTwHWq","""Me sentí orgulloso y feliz"", Jhon Acurio, de nuestras @FormativasBSC, sobre su debut con el primer equipo en la #NocheAmarilla2023 ⚽️👦 https://t.co/gA6IbTwHWq",FALSE,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,24,177,FALSE,NA,FALSE,NA,es,FALSE,NA,135,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-02-02T18:05:53Z,1621208299390500900,1621208299390500864,"Escucha al DT Fabián Bustos, previo a #BSCvsDCuenca 👨‍🏫🎙️

Mañana a las 11h00 por #BSCTV 📺 https://t.co/WQ6fyuBxID","Escucha al DT Fabián Bustos, previo a #BSCvsDCuenca 👨‍🏫🎙️

Mañana a las 11h00 por #BSCTV 📺 https://t.co/WQ6fyuBxID",FALSE,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,26,181,FALSE,NA,FALSE,NA,es,FALSE,NA,90,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-02-02T16:57:29Z,1621191082984751e3,1621191082984751110,"👉 #BSCvsDCuenca

Mira la @SeriePacifico por @StarPlusLA 📺⚽️ https://t.co/0vXbAXtxZs","👉 #BSCvsDCuenca

Mira la @SeriePacifico por @StarPlusLA 📺⚽️ https://t.co/0vXbAXtxZs",FALSE,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,23,177,FALSE,NA,FALSE,NA,es,FALSE,NA,59,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-02-02T15:12:31Z,1621164670928265200,1621164670928265218,"🏟️ Banco Pichincha

#PretemporadaBSC 🏃‍♂️💨

🔜 #BSCvsDCuenca https://t.co/XVTB6vmU36","🏟️ Banco Pichincha

#PretemporadaBSC 🏃‍♂️💨

🔜 #BSCvsDCuenca https://t.co/XVTB6vmU36",FALSE,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,38,301,FALSE,NA,FALSE,NA,it,FALSE,NA,59,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-02-02T14:16:26Z,1621150556906733600,1621150556906733571,"Entrenamos en el Estadio Banco Pichincha, preparándonos para #BSCvsDCuenca por la @SeriePacifico ⚽️

#VamosÍdolo 🟡⚫️ https://t.co/QHbvMPSSNJ","Entrenamos en el Estadio Banco Pichincha, preparándonos para #BSCvsDCuenca por la @SeriePacifico ⚽️

#VamosÍdolo 🟡⚫️ https://t.co/QHbvMPSSNJ",FALSE,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,25,211,FALSE,NA,FALSE,NA,es,FALSE,NA,116,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
