created_at,id,id_str,text,full_text,truncated,entities,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,geo,coordinates,place,contributors,is_quote_status,retweet_count,favorite_count,favorited,favorited_by,retweeted,scopes,lang,possibly_sensitive,display_text_width,display_text_range,retweeted_status,quoted_status,quoted_status_id,quoted_status_id_str,quoted_status_permalink,quote_count,timestamp_ms,reply_count,filter_level,metadata,query,withheld_scope,withheld_copyright,withheld_in_countries,possibly_sensitive_appealable
2023-02-04T01:41:12Z,1621685271778541600,1621685271778541568,"PRIMERA l 60’ ST ⏱️ #IDVFanFest  #IDV 1 Guayaquil City 0
📸 @pressouthec https://t.co/r4lTvMSZmU","PRIMERA l 60’ ST ⏱️ #IDVFanFest  #IDV 1 Guayaquil City 0
📸 @pressouthec https://t.co/r4lTvMSZmU",FALSE,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,1,27,FALSE,NA,FALSE,NA,und,FALSE,NA,71,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-02-04T01:28:53Z,1621682169578930200,1621682169578930177,"PRIMERA l Inicia ST ⏱️ #IDVFanFest  #IDV 1 Guayaquil City 0
📸 @pressouthec https://t.co/FFrQisMAK4","PRIMERA l Inicia ST ⏱️ #IDVFanFest  #IDV 1 Guayaquil City 0
📸 @pressouthec https://t.co/FFrQisMAK4",FALSE,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,4,27,FALSE,NA,FALSE,NA,it,FALSE,NA,74,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-02-04T01:27:55Z,1621681925663461400,1621681925663461377,"Sentido homenaje a Familias que forman parte de nuestra historia Familia Lara, Santamaria, Terán 🫶 https://t.co/oWqNVsX6Yq","Sentido homenaje a Familias que forman parte de nuestra historia Familia Lara, Santamaria, Terán 🫶 https://t.co/oWqNVsX6Yq",FALSE,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,7,102,FALSE,NA,FALSE,NA,es,FALSE,NA,98,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-02-04T01:08:01Z,1621676918255878100,1621676918255878145,"PRIMERA l Final PT ⏱️ #IDVFanFest  #IDV 1 Guayaquil City 0
📸 @pressouthec https://t.co/E5ujKB4OLE","PRIMERA l Final PT ⏱️ #IDVFanFest  #IDV 1 Guayaquil City 0
📸 @pressouthec https://t.co/E5ujKB4OLE",FALSE,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,1,21,FALSE,NA,FALSE,NA,es,FALSE,NA,73,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-02-04T01:02:16Z,1621675472726663200,1621675472726663168,"PRIMERA l 40’ PT ⏱️ #IDVFanFest  #IDV 1 Guayaquil City 0
📸 @pressouthec https://t.co/J79pvk1wOS","PRIMERA l 40’ PT ⏱️ #IDVFanFest  #IDV 1 Guayaquil City 0
📸 @pressouthec https://t.co/J79pvk1wOS",FALSE,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,3,21,FALSE,NA,FALSE,NA,es,FALSE,NA,71,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-02-04T00:52:21Z,1621672975589064700,1621672975589064705,"PRIMERA l 30’ PT ⏱️ #IDVFanFest  #IDV 1 Guayaquil City 0
📸 @pressouthec https://t.co/RNlYNS7Pms","PRIMERA l 30’ PT ⏱️ #IDVFanFest  #IDV 1 Guayaquil City 0
📸 @pressouthec https://t.co/RNlYNS7Pms",FALSE,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,1,25,FALSE,NA,FALSE,NA,es,FALSE,NA,71,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-02-04T00:47:28Z,1621671745685000200,1621671745685000192,👋 Richie ⚽️ https://t.co/OSXNY8lXDY,👋 Richie ⚽️ https://t.co/OSXNY8lXDY,FALSE,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,5,72,FALSE,NA,FALSE,NA,it,FALSE,NA,11,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-02-04T00:43:03Z,1621670636409049e3,1621670636409049090,PRIMERA l 20’ PT ⏱️ #IDVFanFest  Goooooooooollllllll Richiieeeeee #IDV 1 Guayaquil City 0 https://t.co/FFZGU238sY,PRIMERA l 20’ PT ⏱️ #IDVFanFest  Goooooooooollllllll Richiieeeeee #IDV 1 Guayaquil City 0 https://t.co/FFZGU238sY,FALSE,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,3,44,FALSE,NA,FALSE,NA,es,FALSE,NA,89,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-02-04T00:32:45Z,1621668044115255300,1621668044115255296,PRIMERA l 10’ PT ⏱️ #IDVFanFest  #IDV 0 Guayaquil City 0 https://t.co/cFrxRACtRj,PRIMERA l 10’ PT ⏱️ #IDVFanFest  #IDV 0 Guayaquil City 0 https://t.co/cFrxRACtRj,FALSE,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,0,17,FALSE,NA,FALSE,NA,es,FALSE,NA,56,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-02-04T00:26:42Z,1621666520156741600,1621666520156741633,PRIMERA l Inicia PT ⏱️ #IDVFanFest  #IDV 0 Guayaquil City 0 https://t.co/TIBu7Jp05f,PRIMERA l Inicia PT ⏱️ #IDVFanFest  #IDV 0 Guayaquil City 0 https://t.co/TIBu7Jp05f,FALSE,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,3,51,FALSE,NA,FALSE,NA,es,FALSE,NA,59,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-02-04T00:14:02Z,1621663335400841200,1621663335400841217,La cancha de mi 🏠es muy particular tiene luces de colores! Y todo lo demás! #IDVFanFest https://t.co/sV7dY73Pgr,La cancha de mi 🏠es muy particular tiene luces de colores! Y todo lo demás! #IDVFanFest https://t.co/sV7dY73Pgr,FALSE,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,16,243,FALSE,NA,FALSE,NA,es,FALSE,NA,87,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-02-03T23:49:09Z,1621657069790044200,1621657069790044160,"🚨 @BancoGuayaquil presenta
1⃣1⃣ 📝Alineación #IDV ⚽🏃🆚 @GuayaquilCityFC #UnClubDiferente https://t.co/Vi4R5x9T4k","🚨 @BancoGuayaquil presenta
1⃣1⃣ 📝Alineación #IDV ⚽🏃🆚 @GuayaquilCityFC #UnClubDiferente https://t.co/Vi4R5x9T4k",FALSE,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,11,78,FALSE,NA,FALSE,NA,es,FALSE,NA,86,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-02-03T23:16:58Z,1621648974317772800,1621648974317772800,Elé! Acá están los uniformes de @DragonasIDV y de @IDV_EC https://t.co/BzLxQOIX4n,Elé! Acá están los uniformes de @DragonasIDV y de @IDV_EC https://t.co/BzLxQOIX4n,FALSE,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,14,108,FALSE,NA,FALSE,NA,es,FALSE,NA,57,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-02-03T23:10:54Z,1621647446433583e3,1621647446433583105,"Harta pinta, harta belleza mi nueva camiseta! 👕  yo ya quiero una y tú?  #IDVFanFest https://t.co/U9oLd8DWxr","Harta pinta, harta belleza mi nueva camiseta! 👕  yo ya quiero una y tú?  #IDVFanFest https://t.co/U9oLd8DWxr",FALSE,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,28,213,FALSE,NA,FALSE,NA,es,FALSE,NA,84,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-02-03T22:52:22Z,1621642783286075400,1621642783286075392,"Vamo’ a sacarno un selfie, say cheese! 📸 #IDVFanFest https://t.co/ihBdNqkhPl","Vamo’ a sacarno un selfie, say cheese! 📸 #IDVFanFest https://t.co/ihBdNqkhPl",FALSE,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,4,78,FALSE,NA,FALSE,NA,es,FALSE,NA,52,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-02-03T22:33:07Z,1621637938038669300,1621637938038669312,Creo que me enamoré 🥰…. De los Beats también!!! #IDVFanFest https://t.co/RRfqJur4uy,Creo que me enamoré 🥰…. De los Beats también!!! #IDVFanFest https://t.co/RRfqJur4uy,FALSE,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,9,92,FALSE,NA,FALSE,NA,es,FALSE,NA,59,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-02-03T22:21:48Z,1.6216350888185119e+18,1621635088818511872,"DJ Carla Ribadeneira ✅
Beats a lo bestia ✅
Fiesta ✅
CM 😎✌🏽 https://t.co/i2ICFcWse6","DJ Carla Ribadeneira ✅
Beats a lo bestia ✅
Fiesta ✅
CM 😎✌🏽 https://t.co/i2ICFcWse6",FALSE,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,12,256,FALSE,NA,FALSE,NA,ca,FALSE,NA,58,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-02-03T22:17:31Z,1621634012107219e3,1621634012107218945,De a poco se prende el #FanFestIDV poniendo los beats 🎧 DJ Carla Ribadeneira! https://t.co/b5YQZqpRkn,De a poco se prende el #FanFestIDV poniendo los beats 🎧 DJ Carla Ribadeneira! https://t.co/b5YQZqpRkn,FALSE,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,3,65,FALSE,NA,FALSE,NA,es,FALSE,NA,77,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-02-03T21:41:16Z,1621624888774598700,1621624888774598661,"Casa lista para recibirlos 🫶👍🏻💙🖤
Te esperamos 😉🤝
📸@pressouthec https://t.co/R0y7DFZlr1","Casa lista para recibirlos 🫶👍🏻💙🖤
Te esperamos 😉🤝
📸@pressouthec https://t.co/R0y7DFZlr1",FALSE,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,16,111,FALSE,NA,FALSE,NA,es,FALSE,NA,62,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-02-03T20:50:17Z,1621612058826391600,1621612058826391552,🫶💙🖤 https://t.co/mZlfx6n46n,🫶💙🖤 https://t.co/mZlfx6n46n,FALSE,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,8,76,FALSE,NA,FALSE,NA,und,FALSE,NA,3,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-02-03T20:48:50Z,1621611692248518700,1621611692248518656,"Moooootooooo 🏍️
 https://t.co/0kVuP8H0Is","Moooootooooo 🏍️
 https://t.co/0kVuP8H0Is",FALSE,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,3,43,FALSE,NA,FALSE,NA,in,FALSE,NA,40,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-02-03T19:32:16Z,1621592423594922e3,1621592423594921984,"Carlita 💙🖤 Afinado para la fiesta del IDV Fan Fest👇 🎶🎼✅
Te esperamos 🫶
🗓 3 de Febrero 
⚽ #IDV 🆚 @GuayaquilCityFC 
🕺Pre Game Show 1745🎮  
⏰ 19h15 🇪🇨
🏟 #EstadioBancoGuayaquil 
🎟️ General 3 USD 🎟️  Tribuna 5 USD 🎟️ Palco 8 USD https://t.co/Ex09WM3xmY","Carlita 💙🖤 Afinado para la fiesta del IDV Fan Fest👇 🎶🎼✅
Te esperamos 🫶
🗓 3 de Febrero 
⚽ #IDV 🆚 @GuayaquilCityFC 
🕺Pre Game Show 1745🎮  
⏰ 19h15 🇪🇨
🏟 #EstadioBancoGuayaquil 
🎟️ General 3 USD 🎟️  Tribuna 5 USD 🎟️ Palco 8 USD https://t.co/Ex09WM3xmY",FALSE,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,4,44,FALSE,NA,FALSE,NA,es,FALSE,NA,223,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-02-03T18:08:58Z,1621571462841630700,1621571462841630720,@PolSebitas @GuayaquilCityFC @SanLuis_UIO SIIIIIIIIIII TE ESPERAMOSSSSSSS VEN CON TU FAMILIA https://t.co/XTfPn761SL,@PolSebitas @GuayaquilCityFC @SanLuis_UIO SIIIIIIIIIII TE ESPERAMOSSSSSSS VEN CON TU FAMILIA https://t.co/XTfPn761SL,FALSE,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1621570939631636500,1621570939631636481,1163651044699705300,1163651044699705344,PolSebitas,,,,NA,FALSE,1,2,FALSE,NA,FALSE,NA,es,FALSE,NA,92,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-02-03T17:42:55Z,1621564908151136300,1621564908151136257,Gracias a @BancoGuayaquil te presentamos al ganador de un Meet n Greet en nuestro #IDVFanFest. ¡Felicidades @Danilosanc! https://t.co/EDFSCS0wlx,Gracias a @BancoGuayaquil te presentamos al ganador de un Meet n Greet en nuestro #IDVFanFest. ¡Felicidades @Danilosanc! https://t.co/EDFSCS0wlx,FALSE,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,2,28,FALSE,NA,FALSE,NA,es,FALSE,NA,120,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-02-03T16:18:21Z,1.6215436236018401e+18,1621543623601840130,"Quién tiene su ABONO levante la mano 🙋‍♂️
🗓 #IDVFanFest HOY!!!!!
⚽ #IDV 🆚 @GuayaquilCityFC
🕺Pre Game Show 1745🎮  
⏰ 19h15 🇪🇨
🏟 #EstadioBancoGuayaquil 
🎟️ General 3 USD 🎟️  Tribuna 5 USD 🎟️ Palco 8 USD
📍 IDV Fan Shop @SanLuis_UIO
       Boletería del Estadio desde 13h00 https://t.co/VUF8O56KkC","Quién tiene su ABONO levante la mano 🙋‍♂️
🗓 #IDVFanFest HOY!!!!!
⚽ #IDV 🆚 @GuayaquilCityFC
🕺Pre Game Show 1745🎮  
⏰ 19h15 🇪🇨
🏟 #EstadioBancoGuayaquil 
🎟️ General 3 USD 🎟️  Tribuna 5 USD 🎟️ Palco 8 USD
📍 IDV Fan Shop @SanLuis_UIO
       Boletería del Estadio desde 13h00 https://t.co/VUF8O56KkC",FALSE,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,11,52,FALSE,NA,FALSE,NA,es,FALSE,NA,269,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-02-03T14:24:11Z,1621514893332734e3,1621514893332733953,"#IDVFanFest : HOY VIENEN ACTUEN NORMAL 🥸
🗓 3 de Febrero 
⚽ #IDV 🆚 @GuayaquilCityFC
 🕺Pre Game Show 1745🎮  
⏰ 19h15 🇪🇨
🏟 #EstadioBancoGuayaquil 
🎟️ General 3 USD 🎟️  Tribuna 5 USD 🎟️ Palco 8 USD
📍 IDV Fan Shop @SanLuis_UIO 
      Boletería del Estadio desde 13h00 https://t.co/8YFfToweZ0","#IDVFanFest : HOY VIENEN ACTUEN NORMAL 🥸
🗓 3 de Febrero 
⚽ #IDV 🆚 @GuayaquilCityFC
 🕺Pre Game Show 1745🎮  
⏰ 19h15 🇪🇨
🏟 #EstadioBancoGuayaquil 
🎟️ General 3 USD 🎟️  Tribuna 5 USD 🎟️ Palco 8 USD
📍 IDV Fan Shop @SanLuis_UIO 
      Boletería del Estadio desde 13h00 https://t.co/8YFfToweZ0",FALSE,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,9,49,FALSE,NA,FALSE,NA,es,FALSE,NA,262,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-02-03T02:09:39Z,1621330043262705700,1621330043262705665,"Aquí casual el mejor Volante Central de la LigaPro @bet593 de la temporada 2022 Lorenzo Faravelli🔥 Felicidades Lolo 🎸

#LigaProBet593 #ElPRO #LaNocheDeLosMejores🇪🇨💯 https://t.co/MdtryRENP7","Aquí casual el mejor Volante Central de la LigaPro @bet593 de la temporada 2022 Lorenzo Faravelli🔥 Felicidades Lolo 🎸

#LigaProBet593 #ElPRO #LaNocheDeLosMejores🇪🇨💯 https://t.co/MdtryRENP7",FALSE,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,16,125,FALSE,NA,FALSE,NA,es,FALSE,NA,164,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-02-03T02:06:11Z,1621329168125366300,1621329168125366274,Looooolooooo 🎸 https://t.co/cKqx0qYRVC,Looooolooooo 🎸 https://t.co/cKqx0qYRVC,FALSE,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,,,,NA,TRUE,8,100,FALSE,NA,FALSE,NA,en,FALSE,NA,14,NA,,1621324219781972e3,1621324219781971968,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-02-02T20:17:09Z,1621241333045141500,1621241333045141511,"IDV Fan Fest👇
🗓 3 de Febrero 
⚽ #IDV 🆚 @GuayaquilCityFC 
🕺Pre Game Show 1745🎮  
⏰ 19h15 🇪🇨
🏟 #EstadioBancoGuayaquil 
🎟️ General 3 USD 🎟️  Tribuna 5 USD 🎟️ Palco 8 USD

🚦Abónate y no te pierdas nada de esta temporada https://t.co/LIHTaNogox","IDV Fan Fest👇
🗓 3 de Febrero 
⚽ #IDV 🆚 @GuayaquilCityFC 
🕺Pre Game Show 1745🎮  
⏰ 19h15 🇪🇨
🏟 #EstadioBancoGuayaquil 
🎟️ General 3 USD 🎟️  Tribuna 5 USD 🎟️ Palco 8 USD

🚦Abónate y no te pierdas nada de esta temporada https://t.co/LIHTaNogox",FALSE,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,7,45,FALSE,NA,FALSE,NA,es,FALSE,NA,215,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
