"","user","created_at","id","id_str","text","full_text","truncated","entities","source","in_reply_to_status_id","in_reply_to_status_id_str","in_reply_to_user_id","in_reply_to_user_id_str","in_reply_to_screen_name","geo","coordinates","place","contributors","is_quote_status","retweet_count","favorite_count","favorited","favorited_by","retweeted","scopes","lang","possibly_sensitive","display_text_width","display_text_range","retweeted_status","quoted_status","quoted_status_id","quoted_status_id_str","quoted_status_permalink","quote_count","timestamp_ms","reply_count","filter_level","metadata","query","withheld_scope","withheld_copyright","withheld_in_countries","possibly_sensitive_appealable"
"11","neymarjr",2023-01-04 14:02:28,1610637793008517120,1610637793008517120,"❤️🙏 #leomessi https://t.co/FOtiJ0e0tJ","❤️🙏 #leomessi https://t.co/FOtiJ0e0tJ",FALSE,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,53398,906676,FALSE,NA,FALSE,NA,"und",FALSE,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","neymarjr",2022-12-31 18:14:11,1609251586458456064,1609251586458456064,"Um ano de muito aprendizado. 
Valeu 2022 👋🏽 https://t.co/H8qHbNwi8F","Um ano de muito aprendizado. 
Valeu 2022 👋🏽 https://t.co/H8qHbNwi8F",FALSE,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,14220,293768,FALSE,NA,FALSE,NA,"pt",FALSE,NA,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","neymarjr",2022-12-28 18:31:06,1608168679484669952,1608168679484669952,"Que Deus nos abençoe e nos proteja 🙏❤️ https://t.co/GOx3gMz101","Que Deus nos abençoe e nos proteja 🙏❤️ https://t.co/GOx3gMz101",FALSE,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,10477,246753,FALSE,NA,FALSE,NA,"pt",FALSE,NA,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","neymarjr",2022-12-27 21:22:43,1607849482317860864,1607849482317860864,"Gkay, tudo passa … 
Fica bem ❤️","Gkay, tudo passa … 
Fica bem ❤️",FALSE,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,7102,276420,FALSE,NA,FALSE,NA,"pt",NA,NA,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","neymarjr",2022-12-27 13:19:38,1607727910344876032,1607727910344876032,"✋🏽😝🤚🏽 https://t.co/2FAgE9GJko","✋🏽😝🤚🏽 https://t.co/2FAgE9GJko",FALSE,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,19012,402899,FALSE,NA,FALSE,NA,"und",FALSE,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","neymarjr",2022-12-22 11:11:04,1605883615518375936,1605883615518375936,"Morning 😴 https://t.co/Yez9fL2RuU","Morning 😴 https://t.co/Yez9fL2RuU",FALSE,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,28331,775785,FALSE,NA,FALSE,NA,"en",FALSE,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","neymarjr",2022-12-18 18:59:49,1.604552030542e+18,1.604552030542e+18,"Felicidades Hermano 👏🏽 #leomessi https://t.co/5XClpQf15y","Felicidades Hermano 👏🏽 #leomessi https://t.co/5XClpQf15y",FALSE,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,286497,2643858,FALSE,NA,FALSE,NA,"es",FALSE,NA,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","neymarjr",2022-12-09 13:33:33,1601208431272419328,1601208431272419328,"Que Deus nos abençoe e nos proteja 🙏❤️🇧🇷 https://t.co/0VMA5AJqtb","Que Deus nos abençoe e nos proteja 🙏❤️🇧🇷 https://t.co/0VMA5AJqtb",FALSE,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,36842,519840,FALSE,NA,FALSE,NA,"pt",FALSE,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","neymarjr",2022-12-06 00:30:07,1599924108284006400,1599924108284006400,"Grito de desabafo, grito de EU CONSEGUI!! 
OBRIGADO MEU DEUS 🙏❤️
Toda honra e toda glória é pra ti. https://t.co/Ci1NgkKiDu","Grito de desabafo, grito de EU CONSEGUI!! 
OBRIGADO MEU DEUS 🙏❤️
Toda honra e toda glória é pra ti. https://t.co/Ci1NgkKiDu",FALSE,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,31054,421552,FALSE,NA,FALSE,NA,"pt",FALSE,NA,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","neymarjr",2022-12-05 23:29:53,1599908951730319360,1599908951730319360,"Deus 🙏 https://t.co/UvxW9dIi3R","Deus 🙏 https://t.co/UvxW9dIi3R",FALSE,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,52135,722027,FALSE,NA,FALSE,NA,"pt",FALSE,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","neymarjr",2022-12-05 17:02:21,1599811427237519360,1599811427237519360,"Que Deus nos abençoe e nos proteja 🙏❤️🇧🇷 https://t.co/EjdiDM1VSq","Que Deus nos abençoe e nos proteja 🙏❤️🇧🇷 https://t.co/EjdiDM1VSq",FALSE,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,32428,381484,FALSE,NA,FALSE,NA,"pt",FALSE,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","neymarjr",2022-12-03 20:07:33,1599133254774575104,1599133254774575104,"I feel good, I knew that I would now 
✋🏽😜🤚🏽 https://t.co/LpJ3BZJaU9","I feel good, I knew that I would now 
✋🏽😜🤚🏽 https://t.co/LpJ3BZJaU9",FALSE,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,36036,456374,FALSE,NA,FALSE,NA,"en",FALSE,NA,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","neymarjr",2022-11-28 18:47:44,1597301230107525120,1597301230107525120,"Casemiro é o melhor volante do mundo há muito tempo","Casemiro é o melhor volante do mundo há muito tempo",FALSE,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,53753,701729,FALSE,NA,FALSE,NA,"pt",NA,NA,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","neymarjr",2022-11-25 00:58:44,1595945042966880256,1595945042966880256,"Jogo difícil, mas era importante ganhar. 
Parabéns equipe, primeiro passo dado… 
Faltam 6 💙💚💛🇧🇷 https://t.co/vNQXljRz3e","Jogo difícil, mas era importante ganhar. 
Parabéns equipe, primeiro passo dado… 
Faltam 6 💙💚💛🇧🇷 https://t.co/vNQXljRz3e",FALSE,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,28083,537404,FALSE,NA,FALSE,NA,"pt",FALSE,NA,95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","neymarjr",2022-11-24 16:54:05,1595823077350318080,1595823077350318080,"Que Deus nos abençoe e nos proteja 🙏💙💚💛 https://t.co/AWxskKBMoo","Que Deus nos abençoe e nos proteja 🙏💙💚💛 https://t.co/AWxskKBMoo",FALSE,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,42323,497489,FALSE,NA,FALSE,NA,"pt",FALSE,NA,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","neymarjr",2022-11-23 18:49:38,1595489769051590656,1595489769051590656,"Sonhar, almejar e colocar seu objetivo como prioridade não é menosprezo ao seus rivais e sim uma meta pra você ir em busca. 
Amanhã começa 🔥
Vamo que vamo 🇧🇷 https://t.co/ekY2m4U5c9","Sonhar, almejar e colocar seu objetivo como prioridade não é menosprezo ao seus rivais e sim uma meta pra você ir em busca. 
Amanhã começa 🔥
Vamo que vamo 🇧🇷 https://t.co/ekY2m4U5c9",FALSE,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,28556,332900,FALSE,NA,FALSE,NA,"pt",FALSE,NA,157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","neymarjr",2022-11-13 17:57:24,1591852745560047616,1591852745560047616,"Check out my NFT collection and become part of my web3 community.

Go to https://t.co/jSJoHiht1m https://t.co/KAP9eerz2u","Check out my NFT collection and become part of my web3 community.

Go to https://t.co/jSJoHiht1m https://t.co/KAP9eerz2u",FALSE,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,455,13459,FALSE,NA,FALSE,NA,"en",FALSE,NA,96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","neymarjr",2022-11-13 08:41:11,1591712767777865728,1591712767777865728,"Tava tudo conspirando pra dar bom …. 
Major no brasil 
Torcida incrível
Gau narrando
Fúria jogando muito

Que tristeza 😞","Tava tudo conspirando pra dar bom …. 
Major no brasil 
Torcida incrível
Gau narrando
Fúria jogando muito

Que tristeza 😞",FALSE,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,1618,69873,FALSE,NA,FALSE,NA,"pt",NA,NA,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","neymarjr",2022-11-13 08:33:00,1591710710782124032,1591710710782124032,"fui dormir com a fúria ganhando e acordei com a fúria eliminada… que tristeza! 
GG molecada 😞","fui dormir com a fúria ganhando e acordei com a fúria eliminada… que tristeza! 
GG molecada 😞",FALSE,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,903,54338,FALSE,NA,FALSE,NA,"pt",NA,NA,93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","neymarjr",2022-11-12 23:00:05,1591566528985829376,1591566528985829376,"VOU TORCER PRA FÚRIA SER CAMPEAOOOOOOOO….","VOU TORCER PRA FÚRIA SER CAMPEAOOOOOOOO….",FALSE,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,5397,96132,FALSE,NA,FALSE,NA,"pt",NA,NA,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","neymarjr",2022-11-12 00:48:07,1591231328464388096,1591231328464388096,"S1mple my Friend this is BRAZIL 🔥
U are a legend 👏🏽
GG","S1mple my Friend this is BRAZIL 🔥
U are a legend 👏🏽
GG",FALSE,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,8215,183841,FALSE,NA,FALSE,NA,"en",NA,NA,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","neymarjr",2022-11-12 00:46:28,1591230913756934144,1591230913756934144,"Next @FURIA  jogaram muito 👏🏽","Next @FURIA  jogaram muito 👏🏽",FALSE,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,1819,48608,FALSE,NA,FALSE,NA,"pt",NA,NA,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","neymarjr",2022-11-12 00:43:56,1591230278751883264,1591230278751883264,"DROP …. Eu te moleque 👏🏽👏🏽👏🏽
Jogou muito","DROP …. Eu te moleque 👏🏽👏🏽👏🏽
Jogou muito",FALSE,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2622,66773,FALSE,NA,FALSE,NA,"pt",NA,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","neymarjr",2022-11-11 21:03:31,1591174808855023616,1591174808855023616,"DÍA DE FURIA https://t.co/ZJO6oECpuW","DÍA DE FURIA https://t.co/ZJO6oECpuW",FALSE,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,4238,118613,FALSE,NA,FALSE,NA,"es",FALSE,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","neymarjr",2022-11-11 20:49:20,1591171238852165632,1591171238852165632,"que clima no major #DIADEFURIA","que clima no major #DIADEFURIA",FALSE,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2286,52166,FALSE,NA,FALSE,NA,"es",NA,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","neymarjr",2022-11-11 17:01:47,1591113973054771200,1591113973054771200,"Me always a BEAST. #beastmode #bayc @THENFTSTAR, @BoredApeYC https://t.co/BZooxufaQH","Me always a BEAST. #beastmode #bayc @THENFTSTAR, @BoredApeYC https://t.co/BZooxufaQH",FALSE,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,1342,27002,FALSE,NA,FALSE,NA,"en",FALSE,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","neymarjr",2022-11-09 16:07:22,1590375505689448448,1590375505689448448,"2 more days until mint day, be ready for Ep 01. 

Live stream:
Wen: 3pm UTC, Nov 11th
Where: https://t.co/TgVnv9UUsG

Twitter Space: 
Wen: 2:30pm UTC, Nov 11th
Where: enter from @thenftstar Twitter account

HUMAN mint start from 2pm UTC, Nov 11
Go to https://t.co/mIV2zKgTI4 NOW! https://t.co/cRqhchU256","2 more days until mint day, be ready for Ep 01. 

Live stream:
Wen: 3pm UTC, Nov 11th
Where: https://t.co/TgVnv9UUsG

Twitter Space: 
Wen: 2:30pm UTC, Nov 11th
Where: enter from @thenftstar Twitter account

HUMAN mint start from 2pm UTC, Nov 11
Go to https://t.co/mIV2zKgTI4 NOW! https://t.co/cRqhchU256",FALSE,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,306,7512,FALSE,NA,FALSE,NA,"en",FALSE,NA,279,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","neymarjr",2022-11-08 19:20:36,1590061746324385792,1590061746324385792,"Fala galera, to chegando com as skins mais brabas do @PUBG !
Foi incrível poder participar do processo de criação pra deixar tudo com a minha cara.
Espero q vcs curtam, comentem aí o que acharam. https://t.co/AFRUpib2MO","Fala galera, to chegando com as skins mais brabas do @PUBG !
Foi incrível poder participar do processo de criação pra deixar tudo com a minha cara.
Espero q vcs curtam, comentem aí o que acharam. https://t.co/AFRUpib2MO",FALSE,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,536,19049,FALSE,NA,FALSE,NA,"pt",FALSE,NA,195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","neymarjr",2022-11-08 18:11:47,1.59004442642e+18,1.59004442642e+18,"#GAULESNAARENA https://t.co/85G0wiksQB","#GAULESNAARENA https://t.co/85G0wiksQB",FALSE,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,710,18570,FALSE,NA,FALSE,NA,"qht",FALSE,NA,14,NA,NA,1589986796368117760,1589986796368117760,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","neymarjr",2022-11-06 16:50:32,1589299201804230656,1589299201804230656,"@gabriel1medina Boraaaaa ! Deu bom pra trinca hoje","@gabriel1medina Boraaaaa ! Deu bom pra trinca hoje",FALSE,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1589286934895284224,1589286934895284224,2523613098,2523613098,"gabriel1medina",NA,NA,NA,NA,FALSE,17,1495,FALSE,NA,FALSE,NA,"pt",NA,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","neymarjr",2022-11-06 15:48:26,1589283575115182080,1589283575115182080,"Só quis ressaltar a festa linda que a galera está fazendo no MAJOR!","Só quis ressaltar a festa linda que a galera está fazendo no MAJOR!",FALSE,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,6792,155712,FALSE,NA,FALSE,NA,"pt",NA,NA,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","neymarjr",2022-11-06 15:47:30,1589283339655344128,1589283339655344128,"Vocês levam tudo ao pé da letra… já falei em entrevistas e pra algumas pessoas pessoalmente.
Eu sou ZERO ansioso pra qualquer tipo de coisa.
Copa é importante? óbvio q é .. SEMPRE FOI MEU SONHO GANHAR UMA! 
Agora não vem me criticar dizendo que não estou nem aí, pq ñ é verdade!","Vocês levam tudo ao pé da letra… já falei em entrevistas e pra algumas pessoas pessoalmente.
Eu sou ZERO ansioso pra qualquer tipo de coisa.
Copa é importante? óbvio q é .. SEMPRE FOI MEU SONHO GANHAR UMA! 
Agora não vem me criticar dizendo que não estou nem aí, pq ñ é verdade!",FALSE,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1589175977141157888,1589175977141157888,158487331,158487331,"neymarjr",NA,NA,NA,NA,FALSE,1102,48380,FALSE,NA,FALSE,NA,"pt",NA,NA,278,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","neymarjr",2022-11-06 08:52:31,1589178908208832512,1589178908208832512,"Não tem como não se emocionar! 
Arrepia demais 👏🏽 https://t.co/nv9KwXeaDS","Não tem como não se emocionar! 
Arrepia demais 👏🏽 https://t.co/nv9KwXeaDS",FALSE,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,2439,63096,FALSE,NA,FALSE,NA,"pt",FALSE,NA,49,NA,NA,1589068135084302336,1589068135084302336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","neymarjr",2022-11-06 08:40:53,1589175977141157888,1589175977141157888,"Bom dia! 
Eu não estava ansioso pra copa não… até ver a reação da torcida no MAJOR do rio 👏🏽 que festa, que clima 
#VamoFuria","Bom dia! 
Eu não estava ansioso pra copa não… até ver a reação da torcida no MAJOR do rio 👏🏽 que festa, que clima 
#VamoFuria",FALSE,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,8225,191381,FALSE,NA,FALSE,NA,"pt",NA,NA,125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
